,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9580169815648623,0.9649327938181941,0.9732389245733045,0.9582137729704449
Precision_0,0.9793960149314704,0.9790962718811034,0.982810159969107,0.9582137729704449
Recall_0,0.9767341530923666,0.984420977669668,0.989376605728178,1.0
F1_0,0.9780632729084024,0.9817514049529621,0.9860824512749556,0.9786610493673686
Precision_1,0.49778340721975933,0.5918524212144505,0.7123149151318166,1.0
Recall_1,0.5288073394495413,0.5180428134556575,0.6031804281345565,0.0
F1_1,0.5128265962810284,0.5524933955187371,0.6532207319092564,0.0
Avg_F1,0.7454449345947154,0.7671224002358497,0.8196515915921061,0.4893305246836843
