,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9583364743173468,0.9536172782881561,0.9607769053663144,0.9266580989705141
Precision_0,0.9704036013389792,0.9668211464350339,0.9700464119957158,0.92992381127226
Recall_0,0.9849548389633109,0.9835611860791964,0.9880654957885736,0.9956647370438441
F1_0,0.9776250770047952,0.9751193267714368,0.9789730456121217,0.9616720538049334
Precision_1,0.7758974058675412,0.7463759325529205,0.8122168097115905,0.6208852599914052
Recall_1,0.6342368216358524,0.5890265063124513,0.628516723508646,0.08644767546221505
F1_1,0.6979515779631666,0.6584310394413864,0.7086554678540107,0.15176470588235294
Avg_F1,0.8377883274839809,0.8167751831064116,0.8438142567330662,0.5567183798436431
