,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9397666740839301,0.9190843161207409,0.952105064779957,0.9241032301425477
Precision_0,0.9662079829976287,0.9508414375582139,0.9675975292461719,0.9241032301425477
Recall_0,0.9686988314151769,0.9621836516064356,0.9810235191209569,1.0
F1_0,0.9674518039442216,0.9564789209199264,0.9742642716799622,0.9605547308125305
Precision_1,0.6065330730646636,0.46131769054152433,0.7219750313188474,1.0
Recall_1,0.5874947645545384,0.3943158020702447,0.6,0.0
F1_1,0.5968621396050016,0.4251933958307795,0.655360363893028,0.0
Avg_F1,0.7821569717746115,0.690836158375353,0.8148123177864951,0.48027736540626526
