,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9421714398166517,0.9486035796867822,0.9568879867153023,0.9404124568959734
Precision_0,0.9695987242781084,0.9683649104524114,0.9762771739680658,0.9404124568959734
Recall_0,0.9732812083856485,0.9798233241476022,0.9827529744919312,1.0
F1_0,0.9714364764895639,0.9740604205447143,0.9795043709765398,0.9692913004695161
Precision_1,0.5208575988956473,0.4697714076901214,0.6275405840623232,1.0
Recall_1,0.504533868204421,0.4834733191258201,0.6025239229451339,0.0
F1_1,0.5125658006452708,0.47652388797364087,0.6147778630510787,0.0
Precision_2,0.34552632830709223,0.6714384989576094,0.6156260728824366,1.0
Recall_2,0.3038821954484605,0.40420013386880854,0.5251004016064257,0.0
F1_2,0.3233690208560554,0.5046221340157727,0.566771273113133,0.0
Precision_3,0.4915305636182472,0.5,0.6234447300771209,1.0
Recall_3,0.49202081526452734,0.3408933217692975,0.5258456201214223,0.0
F1_3,0.4917755672583057,0.40539425506678356,0.5705010585744531,0.0
Precision_4,0.5590168759811617,0.6360879454131918,0.5837926699545498,1.0
Recall_4,0.509478672985782,0.6001967271751766,0.539837252973263,0.0
F1_4,0.5330994152046784,0.6176213480561307,0.5609552127857276,0.0
Avg_F1,0.5664492560907748,0.5956444091314085,0.6585019557001864,0.19385826009390322
