,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9583332534666914,0.9654631083202512,0.9733187912151805,0.9582137729704449
Precision_0,0.9781430199924004,0.979505056569228,0.9831065945980336,0.9582137729704449
Recall_0,0.9783784720902522,0.9845576708548125,0.9891525622637458,1.0
F1_0,0.9782607318739147,0.9820248647059645,0.986120311462883,0.9786610493673686
Precision_1,0.5014375989790741,0.5983802719200888,0.7104152945155491,1.0
Recall_1,0.4986697247706422,0.527599388379205,0.6102293577981651,0.0
F1_1,0.5000498317221077,0.5607651303386856,0.6565222040353027,0.0
Avg_F1,0.7391552817980112,0.7713949975223251,0.8213212577490929,0.4893305246836843
