,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9237962462592015,0.9148419441707121,0.9427229833747338,0.9241032301425477
Precision_0,0.9602190976405769,0.9511751958011213,0.9646830544145216,0.9241032301425477
Recall_0,0.9681219102283114,0.9610976244999853,0.981651547465773,1.0
F1_0,0.9641543101060336,0.9561106673302195,0.9730933337620084,0.9605547308125305
Precision_1,0.41529221088759655,0.5153477001086563,0.5736813810405591,1.0
Recall_1,0.4219703574542284,0.5513416642448901,0.46517485227162647,0.0
F1_1,0.4186046511627907,0.5327373987925306,0.5137614678899083,0.0
Precision_2,0.4067276410287889,0.31002209801117897,0.5881245292493096,1.0
Recall_2,0.3008262961954054,0.21656224461999454,0.4254063379642241,0.0
F1_2,0.3458517107289193,0.25499839623650167,0.49370356710047947,0.0
Precision_3,0.41964136081783143,0.36565959409594095,0.6217105263157895,1.0
Recall_3,0.3578165190054301,0.3020863103743927,0.5311517576450414,0.0
F1_3,0.3862707288854609,0.33084667953466534,0.5728743899306448,0.0
Precision_4,0.46186504170620846,0.37997022004080955,0.6006374925293845,1.0
Recall_4,0.4646967184280617,0.34624855520377906,0.45454545454545453,0.0
F1_4,0.4632765531062124,0.36232646192679846,0.5174781165970593,0.0
Avg_F1,0.5156315907978833,0.4874039207641431,0.61418217505602,0.1921109461625061
