,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,x_hidden_states
Acc,0.9586443664370342,0.9534619698738006,0.9606697334780456,0.9266989696058708
Precision_0,0.9707140407940287,0.9664541892677351,0.9708736456230714,0.9297925737645499
Recall_0,0.9849636844329562,0.9837872369701318,0.9870512152692462,0.9958760454853706
F1_0,0.9777869490642361,0.9750436881571488,0.9788955959713318,0.9617004111984548
Precision_1,0.7770767459820193,0.7474470658480947,0.8022098452207593,0.6270222222222223
Recall_1,0.6381858433554718,0.5842278465864895,0.6394543169987434,0.08441333093998683
F1_1,0.700816063708162,0.6558348222081917,0.7116450031962497,0.14879502188472288
Avg_F1,0.839301506386199,0.8154392551826702,0.8452702995837907,0.5552477165415889
