,layer0_hidden_states,layer1_hidden_states,layer2_hidden_states,layer3_hidden_states,layer4_hidden_states,layer5_hidden_states,layer6_hidden_states,layer7_hidden_states,layer8_hidden_states,layer9_hidden_states,layer10_hidden_states,layer11_hidden_states,layer12_hidden_states,layer13_hidden_states,layer14_hidden_states,layer15_hidden_states,layer16_hidden_states,layer17_hidden_states,layer18_hidden_states,layer19_hidden_states,layer20_hidden_states,layer21_hidden_states,layer22_hidden_states,layer23_hidden_states,x_hidden_states
Acc,0.43239293264086437,0.42539864811963357,0.4199702481927082,0.4267818461779367,0.40358065610564503,0.4270167288670825,0.4054597176188115,0.393611190855234,0.4103139598611582,0.38392880444711225,0.4071038964428322,0.4048333637810893,0.4270167288670825,0.43335856147401935,0.43090534227627425,0.46457186105384035,0.505049977816635,0.5379857504501918,0.6014562726727041,0.6642743429809224,0.7559829840540753,0.8308322676618733,0.9025497820810606,0.9408617584883994,0.4100790771720124
Precision_0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
Recall_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F1_0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Precision_1,0.4094420600858369,0.4534012162353274,0.3998316498316498,0.41816488122962275,0.37224021195172213,0.47137352050646847,0.39375107888831345,0.5103761348897535,0.395009900990099,0.3330281652216059,0.4107095402604305,0.4011136712749616,0.4098417970457128,0.4341218146497543,0.4953088350273651,0.4525967066159992,0.5280785696298161,0.5548325154683166,0.6170621468926554,0.7540820142091487,0.7564368156259248,0.8419455961168976,0.903239116979575,0.9651926444833625,0.4185960133713012
Recall_1,0.5072309655465759,0.34091875797532967,0.555614632071459,0.47735006380263717,0.5378562313908974,0.3642067205444492,0.4851127179923437,0.16737558485750745,0.5303062526584432,0.6575925138239047,0.32868991918332624,0.44427903019991494,0.4986176095278605,0.4039770310506168,0.2694598043385793,0.49393874946831134,0.4459804338579328,0.5530625265844321,0.5807103360272224,0.6433432581880051,0.8153977031050617,0.8853679285410464,0.9310931518502765,0.9376860910250957,0.35952786048490004
F1_1,0.4531205471644343,0.389195751138088,0.4650231399074404,0.44580167833556783,0.43997912317327764,0.41091781643671266,0.4346831824678418,0.25208199871877,0.4527668073902583,0.44214063561291245,0.36515062020082695,0.4215943491422805,0.44989206044615015,0.41850729826494076,0.3490358126721763,0.47236487517160725,0.4835696990660671,0.553946107146661,0.5983346115919799,0.6943248981465542,0.7848114221380686,0.8631109728917223,0.9169546549376898,0.9512405609492988,0.38681997597391454
Precision_2,0.43386910389746824,0.46049004594180704,0.46359421870739026,0.4396098202542744,0.4001685630004214,0.38758231420507994,0.39536346482163714,0.43767485234690706,0.4537420602043634,0.39983481692208866,0.3765666404067894,0.563468992248062,0.40294117647058825,0.408083673107605,0.40897986690253557,0.5301783264746228,0.5173852573018081,0.6344186046511628,0.6398737251092763,0.6671795999120685,0.7880085653104925,0.865675165250236,0.9052132701421801,0.9383802816901409,0.45311338980532023
Recall_2,0.4320083682008368,0.3145397489539749,0.35564853556485354,0.41956066945606696,0.49665271966527197,0.5602510460251046,0.4602510460251046,0.29456066945606696,0.3437238493723849,0.4557531380753138,0.55,0.12165271966527197,0.4155857740585774,0.4815899581589958,0.5078451882845189,0.4042887029288703,0.46694560669456064,0.35669456066945604,0.551255230125523,0.6349372384937239,0.7313807531380753,0.7671548117154812,0.8790794979079498,0.9478033472803348,0.31893305439330544
F1_2,0.4329367367262435,0.3737725295214419,0.4025097667811057,0.4293513166345536,0.443220536756126,0.4581889730099662,0.4253468026487505,0.35213204951856947,0.39114391143911437,0.4259666617783644,0.44705182162139184,0.2001032346868548,0.4091658084449022,0.4418002111121773,0.4530819840418086,0.45875370919881303,0.4908731031449307,0.456645463675929,0.5922679253764891,0.6506592346446565,0.7586393967341182,0.8134427684117125,0.8919549989386543,0.9430682764363031,0.37436306710049727
